model,metric_type,score,iteration
lf-bow,recall,0.6095238095238096,48
nb-tfidf,recall,0.5904761904761905,48
nb-bow,recall,0.5904761904761905,48
knn-tfidf,recall,0.24761904761904763,48
knn-bow,recall,0.4666666666666667,48
svm-tfidf,recall,0.5619047619047619,48
svm-bow,recall,0.5142857142857142,48
t5,accuracy,0.848,49
rf-tfidf,accuracy,0.724,49
rf-bow,accuracy,0.684,49
lr-tfidf,accuracy,0.764,49
lf-bow,accuracy,0.72,49
nb-tfidf,accuracy,0.716,49
nb-bow,accuracy,0.716,49
knn-tfidf,accuracy,0.556,49
knn-bow,accuracy,0.672,49
svm-tfidf,accuracy,0.756,49
svm-bow,accuracy,0.772,49
t5,f1,0.8173076923076922,49
rf-tfidf,f1,0.5714285714285714,49
rf-bow,f1,0.4968152866242039,49
lr-tfidf,f1,0.6910994764397905,49
lf-bow,f1,0.6534653465346535,49
nb-tfidf,f1,0.6536585365853659,49
nb-bow,f1,0.6536585365853659,49
knn-tfidf,f1,0.31901840490797545,49
knn-bow,f1,0.5393258426966292,49
svm-tfidf,f1,0.6772486772486772,49
svm-bow,f1,0.6951871657754011,49
t5,precision,0.8415841584158416,49
rf-tfidf,precision,0.8518518518518519,49
rf-bow,precision,0.78,49
lr-tfidf,precision,0.7857142857142857,49
lf-bow,precision,0.6947368421052632,49
nb-tfidf,precision,0.6836734693877551,49
nb-bow,precision,0.6836734693877551,49
knn-tfidf,precision,0.4642857142857143,49
knn-bow,precision,0.676056338028169,49
svm-tfidf,precision,0.7804878048780488,49
svm-bow,precision,0.8125,49
t5,recall,0.794392523364486,49
rf-tfidf,recall,0.42990654205607476,49
rf-bow,recall,0.3644859813084112,49
lr-tfidf,recall,0.616822429906542,49
lf-bow,recall,0.616822429906542,49
nb-tfidf,recall,0.6261682242990654,49
nb-bow,recall,0.6261682242990654,49
knn-tfidf,recall,0.24299065420560748,49
knn-bow,recall,0.4485981308411215,49
svm-tfidf,recall,0.5981308411214953,49
svm-bow,recall,0.6074766355140186,49
t5,accuracy,0.82,50
rf-tfidf,accuracy,0.756,50
rf-bow,accuracy,0.748,50
lr-tfidf,accuracy,0.756,50
lf-bow,accuracy,0.744,50
nb-tfidf,accuracy,0.764,50
nb-bow,accuracy,0.764,50
knn-tfidf,accuracy,0.616,50
knn-bow,accuracy,0.636,50
svm-tfidf,accuracy,0.768,50
svm-bow,accuracy,0.764,50
t5,f1,0.7692307692307692,50
rf-tfidf,f1,0.5673758865248226,50
rf-bow,f1,0.5594405594405595,50
lr-tfidf,f1,0.6390532544378699,50
lf-bow,f1,0.6483516483516484,50
nb-tfidf,f1,0.681081081081081,50
nb-bow,f1,0.681081081081081,50
knn-tfidf,f1,0.3424657534246575,50
knn-bow,f1,0.44171779141104295,50
svm-tfidf,f1,0.6627906976744186,50
svm-bow,f1,0.6380368098159509,50
t5,precision,0.7575757575757576,50
rf-tfidf,precision,0.8888888888888888,50
rf-bow,precision,0.851063829787234,50
lr-tfidf,precision,0.7397260273972602,50
lf-bow,precision,0.686046511627907,50
nb-tfidf,precision,0.7078651685393258,50
nb-bow,precision,0.7078651685393258,50
knn-tfidf,precision,0.5,50
knn-bow,precision,0.5373134328358209,50
svm-tfidf,precision,0.75,50
svm-bow,precision,0.7761194029850746,50
t5,recall,0.78125,50
rf-tfidf,recall,0.4166666666666667,50
rf-bow,recall,0.4166666666666667,50
lr-tfidf,recall,0.5625,50
lf-bow,recall,0.6145833333333334,50
nb-tfidf,recall,0.65625,50
nb-bow,recall,0.65625,50
knn-tfidf,recall,0.2604166666666667,50
knn-bow,recall,0.375,50
svm-tfidf,recall,0.59375,50
svm-bow,recall,0.5416666666666666,50
t5,accuracy,0.824,51
rf-tfidf,accuracy,0.772,51
rf-bow,accuracy,0.708,51
lr-tfidf,accuracy,0.76,51
lf-bow,accuracy,0.748,51
nb-tfidf,accuracy,0.736,51
nb-bow,accuracy,0.736,51
knn-tfidf,accuracy,0.572,51
knn-bow,accuracy,0.652,51
svm-tfidf,accuracy,0.784,51
svm-bow,accuracy,0.784,51
t5,f1,0.7528089887640449,51
rf-tfidf,f1,0.5899280575539568,51
rf-bow,f1,0.4159999999999999,51
lr-tfidf,f1,0.625,51
lf-bow,f1,0.6358381502890175,51
nb-tfidf,f1,0.6071428571428571,51
nb-bow,f1,0.6071428571428571,51
knn-tfidf,f1,0.2517482517482518,51
knn-bow,f1,0.48520710059171596,51
svm-tfidf,f1,0.6666666666666667,51
svm-bow,f1,0.6625,51
t5,precision,0.788235294117647,51
rf-tfidf,precision,0.8913043478260869,51
rf-bow,precision,0.8125,51
lr-tfidf,precision,0.746268656716418,51
lf-bow,precision,0.6875,51
nb-tfidf,precision,0.68,51
nb-bow,precision,0.68,51
knn-tfidf,precision,0.36,51
knn-bow,precision,0.5394736842105263,51
svm-tfidf,precision,0.782608695652174,51
svm-bow,precision,0.7910447761194029,51
t5,recall,0.7204301075268817,51
rf-tfidf,recall,0.44086021505376344,51
rf-bow,recall,0.27956989247311825,51
lr-tfidf,recall,0.5376344086021505,51
lf-bow,recall,0.5913978494623656,51
nb-tfidf,recall,0.5483870967741935,51
nb-bow,recall,0.5483870967741935,51
knn-tfidf,recall,0.1935483870967742,51
knn-bow,recall,0.44086021505376344,51
svm-tfidf,recall,0.5806451612903226,51
svm-bow,recall,0.5698924731182796,51
t5,accuracy,0.832,52
rf-tfidf,accuracy,0.7,52
rf-bow,accuracy,0.708,52
lr-tfidf,accuracy,0.752,52
lf-bow,accuracy,0.716,52
nb-tfidf,accuracy,0.752,52
nb-bow,accuracy,0.752,52
knn-tfidf,accuracy,0.612,52
knn-bow,accuracy,0.692,52
svm-tfidf,accuracy,0.768,52
svm-bow,accuracy,0.764,52
t5,f1,0.7692307692307692,52
rf-tfidf,f1,0.45255474452554745,52
rf-bow,f1,0.4895104895104895,52
lr-tfidf,f1,0.6395348837209303,52
lf-bow,f1,0.6203208556149732,52
nb-tfidf,f1,0.6666666666666666,52
nb-bow,f1,0.6666666666666666,52
knn-tfidf,f1,0.302158273381295,52
knn-bow,f1,0.5497076023391813,52
svm-tfidf,f1,0.6627906976744186,52
svm-bow,f1,0.6467065868263473,52
t5,precision,0.875,52
rf-tfidf,precision,0.8857142857142857,52
rf-bow,precision,0.8536585365853658,52
lr-tfidf,precision,0.7857142857142857,52
lf-bow,precision,0.6823529411764706,52
nb-tfidf,precision,0.7380952380952381,52
nb-bow,precision,0.7380952380952381,52
knn-tfidf,precision,0.5675675675675675,52
knn-bow,precision,0.6811594202898551,52
svm-tfidf,precision,0.8142857142857143,52
svm-bow,precision,0.8307692307692308,52
t5,recall,0.6862745098039216,52
rf-tfidf,recall,0.30392156862745096,52
rf-bow,recall,0.3431372549019608,52
lr-tfidf,recall,0.5392156862745098,52
lf-bow,recall,0.5686274509803921,52
nb-tfidf,recall,0.6078431372549019,52
nb-bow,recall,0.6078431372549019,52
knn-tfidf,recall,0.20588235294117646,52
knn-bow,recall,0.46078431372549017,52
svm-tfidf,recall,0.5588235294117647,52
svm-bow,recall,0.5294117647058824,52
t5,accuracy,0.84,53
rf-tfidf,accuracy,0.692,53
rf-bow,accuracy,0.684,53
lr-tfidf,accuracy,0.744,53
lf-bow,accuracy,0.74,53
nb-tfidf,accuracy,0.728,53
nb-bow,accuracy,0.728,53
knn-tfidf,accuracy,0.556,53
knn-bow,accuracy,0.64,53
svm-tfidf,accuracy,0.752,53
svm-bow,accuracy,0.74,53
t5,f1,0.8130841121495328,53
rf-tfidf,f1,0.5157232704402517,53
rf-bow,f1,0.5153374233128835,53
lr-tfidf,f1,0.6595744680851063,53
lf-bow,f1,0.6829268292682927,53
nb-tfidf,f1,0.6565656565656567,53
nb-bow,f1,0.6565656565656567,53
knn-tfidf,f1,0.27450980392156865,53
knn-bow,f1,0.5108695652173914,53
svm-tfidf,f1,0.6702127659574468,53
svm-bow,f1,0.6486486486486487,53
t5,precision,0.8207547169811321,53
rf-tfidf,precision,0.803921568627451,53
rf-bow,precision,0.7636363636363637,53
lr-tfidf,precision,0.775,53
lf-bow,precision,0.7216494845360825,53
nb-tfidf,precision,0.7222222222222222,53
nb-bow,precision,0.7222222222222222,53
knn-tfidf,precision,0.4666666666666667,53
knn-bow,precision,0.618421052631579,53
svm-tfidf,precision,0.7875,53
svm-bow,precision,0.7792207792207793,53
t5,recall,0.8055555555555556,53
rf-tfidf,recall,0.37962962962962965,53
rf-bow,recall,0.3888888888888889,53
lr-tfidf,recall,0.5740740740740741,53
lf-bow,recall,0.6481481481481481,53
nb-tfidf,recall,0.6018518518518519,53
nb-bow,recall,0.6018518518518519,53
knn-tfidf,recall,0.19444444444444445,53
knn-bow,recall,0.4351851851851852,53
svm-tfidf,recall,0.5833333333333334,53
svm-bow,recall,0.5555555555555556,53
t5,accuracy,0.816,54
rf-tfidf,accuracy,0.732,54
rf-bow,accuracy,0.728,54
lr-tfidf,accuracy,0.768,54
lf-bow,accuracy,0.74,54
nb-tfidf,accuracy,0.76,54
nb-bow,accuracy,0.76,54
knn-tfidf,accuracy,0.572,54
knn-bow,accuracy,0.652,54
svm-tfidf,accuracy,0.768,54
svm-bow,accuracy,0.768,54
t5,f1,0.7850467289719626,54
rf-tfidf,f1,0.593939393939394,54
rf-bow,f1,0.5853658536585367,54
lr-tfidf,f1,0.7040816326530611,54
lf-bow,f1,0.6919431279620853,54
nb-tfidf,f1,0.70873786407767,54
nb-bow,f1,0.70873786407767,54
knn-tfidf,f1,0.30967741935483867,54
knn-bow,f1,0.5445026178010471,54
svm-tfidf,f1,0.7040816326530611,54
svm-bow,f1,0.6947368421052632,54
t5,precision,0.7924528301886793,54
rf-tfidf,precision,0.8596491228070176,54
rf-bow,precision,0.8571428571428571,54
lr-tfidf,precision,0.7840909090909091,54
lf-bow,precision,0.7087378640776699,54
nb-tfidf,precision,0.7448979591836735,54
nb-bow,precision,0.7448979591836735,54
knn-tfidf,precision,0.5106382978723404,54
knn-bow,precision,0.6265060240963856,54
svm-tfidf,precision,0.7840909090909091,54
svm-bow,precision,0.8048780487804879,54
t5,recall,0.7777777777777778,54
rf-tfidf,recall,0.4537037037037037,54
rf-bow,recall,0.4444444444444444,54
lr-tfidf,recall,0.6388888888888888,54
lf-bow,recall,0.6759259259259259,54
nb-tfidf,recall,0.6759259259259259,54
nb-bow,recall,0.6759259259259259,54
knn-tfidf,recall,0.2222222222222222,54
knn-bow,recall,0.48148148148148145,54
svm-tfidf,recall,0.6388888888888888,54
svm-bow,recall,0.6111111111111112,54
t5,accuracy,0.816,55
rf-tfidf,accuracy,0.748,55
rf-bow,accuracy,0.716,55
lr-tfidf,accuracy,0.748,55
lf-bow,accuracy,0.728,55
nb-tfidf,accuracy,0.74,55
nb-bow,accuracy,0.74,55
knn-tfidf,accuracy,0.596,55
knn-bow,accuracy,0.66,55
svm-tfidf,accuracy,0.752,55
svm-bow,accuracy,0.768,55
t5,f1,0.7676767676767676,55
rf-tfidf,f1,0.5531914893617021,55
rf-bow,f1,0.4892086330935252,55
lr-tfidf,f1,0.6272189349112427,55
lf-bow,f1,0.6263736263736264,55
nb-tfidf,f1,0.6448087431693988,55
nb-bow,f1,0.6448087431693988,55
knn-tfidf,f1,0.3311258278145695,55
knn-bow,f1,0.4970414201183433,55
svm-tfidf,f1,0.6309523809523809,55
svm-bow,f1,0.6506024096385542,55
t5,precision,0.7524752475247525,55
rf-tfidf,precision,0.8863636363636364,55
rf-bow,precision,0.8095238095238095,55
lr-tfidf,precision,0.7361111111111112,55
lf-bow,precision,0.6705882352941176,55
nb-tfidf,precision,0.686046511627907,55
nb-bow,precision,0.686046511627907,55
knn-tfidf,precision,0.46296296296296297,55
knn-bow,precision,0.5833333333333334,55
svm-tfidf,precision,0.7464788732394366,55
svm-bow,precision,0.782608695652174,55
t5,recall,0.7835051546391752,55
rf-tfidf,recall,0.4020618556701031,55
rf-bow,recall,0.35051546391752575,55
lr-tfidf,recall,0.5463917525773195,55
lf-bow,recall,0.5876288659793815,55
nb-tfidf,recall,0.6082474226804123,55
nb-bow,recall,0.6082474226804123,55
knn-tfidf,recall,0.25773195876288657,55
knn-bow,recall,0.4329896907216495,55
svm-tfidf,recall,0.5463917525773195,55
svm-bow,recall,0.5567010309278351,55
t5,accuracy,0.812,56
rf-tfidf,accuracy,0.724,56
rf-bow,accuracy,0.74,56
lr-tfidf,accuracy,0.764,56
lf-bow,accuracy,0.728,56
nb-tfidf,accuracy,0.7,56
nb-bow,accuracy,0.7,56
knn-tfidf,accuracy,0.612,56
knn-bow,accuracy,0.648,56
svm-tfidf,accuracy,0.756,56
svm-bow,accuracy,0.792,56
t5,f1,0.745945945945946,56
rf-tfidf,f1,0.48888888888888893,56
rf-bow,f1,0.5255474452554745,56
lr-tfidf,f1,0.6549707602339181,56
lf-bow,f1,0.6136363636363636,56
nb-tfidf,f1,0.5901639344262295,56
nb-bow,f1,0.5901639344262295,56
knn-tfidf,f1,0.31205673758865254,56
knn-bow,f1,0.4698795180722891,56
svm-tfidf,f1,0.6390532544378698,56
svm-bow,f1,0.6867469879518073,56
t5,precision,0.7666666666666667,56
rf-tfidf,precision,0.825,56
rf-bow,precision,0.8571428571428571,56
lr-tfidf,precision,0.7368421052631579,56
lf-bow,precision,0.6666666666666666,56
nb-tfidf,precision,0.6136363636363636,56
nb-bow,precision,0.6136363636363636,56
knn-tfidf,precision,0.4782608695652174,56
knn-bow,precision,0.5492957746478874,56
svm-tfidf,precision,0.7297297297297297,56
svm-bow,precision,0.8028169014084507,56
t5,recall,0.7263157894736842,56
rf-tfidf,recall,0.3473684210526316,56
rf-bow,recall,0.37894736842105264,56
lr-tfidf,recall,0.5894736842105263,56
lf-bow,recall,0.5684210526315789,56
nb-tfidf,recall,0.5684210526315789,56
nb-bow,recall,0.5684210526315789,56
knn-tfidf,recall,0.23157894736842105,56
knn-bow,recall,0.4105263157894737,56
svm-tfidf,recall,0.5684210526315789,56
svm-bow,recall,0.6,56
t5,accuracy,0.824,57
rf-tfidf,accuracy,0.708,57
rf-bow,accuracy,0.7,57
lr-tfidf,accuracy,0.74,57
lf-bow,accuracy,0.692,57
nb-tfidf,accuracy,0.756,57
nb-bow,accuracy,0.756,57
knn-tfidf,accuracy,0.58,57
knn-bow,accuracy,0.668,57
svm-tfidf,accuracy,0.764,57
svm-bow,accuracy,0.76,57
t5,f1,0.7864077669902914,57
rf-tfidf,f1,0.535031847133758,57
rf-bow,f1,0.5341614906832297,57
lr-tfidf,f1,0.644808743169399,57
lf-bow,f1,0.6091370558375634,57
nb-tfidf,f1,0.693467336683417,57
nb-bow,f1,0.693467336683417,57
knn-tfidf,f1,0.339622641509434,57
knn-bow,f1,0.5464480874316939,57
svm-tfidf,f1,0.6740331491712707,57
svm-bow,f1,0.6666666666666667,57
t5,precision,0.81,57
rf-tfidf,precision,0.8235294117647058,57
rf-bow,precision,0.7818181818181819,57
lr-tfidf,precision,0.7662337662337663,57
lf-bow,precision,0.6593406593406593,57
nb-tfidf,precision,0.7419354838709677,57
nb-bow,precision,0.7419354838709677,57
knn-tfidf,precision,0.5094339622641509,57
knn-bow,precision,0.6493506493506493,57
svm-tfidf,precision,0.8133333333333334,57
svm-bow,precision,0.8108108108108109,57
t5,recall,0.7641509433962265,57
rf-tfidf,recall,0.39622641509433965,57
rf-bow,recall,0.4056603773584906,57
lr-tfidf,recall,0.5566037735849056,57
lf-bow,recall,0.5660377358490566,57
nb-tfidf,recall,0.6509433962264151,57
nb-bow,recall,0.6509433962264151,57
knn-tfidf,recall,0.25471698113207547,57
knn-bow,recall,0.4716981132075472,57
svm-tfidf,recall,0.5754716981132075,57
svm-bow,recall,0.5660377358490566,57
t5,accuracy,0.836,58
rf-tfidf,accuracy,0.716,58
rf-bow,accuracy,0.708,58
lr-tfidf,accuracy,0.756,58
lf-bow,accuracy,0.708,58
nb-tfidf,accuracy,0.764,58
nb-bow,accuracy,0.764,58
knn-tfidf,accuracy,0.576,58
knn-bow,accuracy,0.644,58
svm-tfidf,accuracy,0.736,58
svm-bow,accuracy,0.74,58
t5,f1,0.7960199004975125,58
rf-tfidf,f1,0.5590062111801243,58
rf-bow,f1,0.5228758169934641,58
lr-tfidf,f1,0.6772486772486772,58
lf-bow,f1,0.6403940886699506,58
nb-tfidf,f1,0.7093596059113301,58
nb-bow,f1,0.7093596059113301,58
knn-tfidf,f1,0.3205128205128205,58
knn-bow,f1,0.47953216374269003,58
svm-tfidf,f1,0.6451612903225806,58
svm-bow,f1,0.6327683615819208,58
t5,precision,0.8602150537634409,58
rf-tfidf,precision,0.8490566037735849,58
rf-bow,precision,0.8888888888888888,58
lr-tfidf,precision,0.7901234567901234,58
lf-bow,precision,0.6842105263157895,58
nb-tfidf,precision,0.7578947368421053,58
nb-bow,precision,0.7578947368421053,58
knn-tfidf,precision,0.5208333333333334,58
knn-bow,precision,0.6507936507936508,58
svm-tfidf,precision,0.7692307692307693,58
svm-bow,precision,0.8115942028985508,58
t5,recall,0.7407407407407407,58
rf-tfidf,recall,0.4166666666666667,58
rf-bow,recall,0.37037037037037035,58
lr-tfidf,recall,0.5925925925925926,58
lf-bow,recall,0.6018518518518519,58
nb-tfidf,recall,0.6666666666666666,58
nb-bow,recall,0.6666666666666666,58
knn-tfidf,recall,0.23148148148148148,58
knn-bow,recall,0.37962962962962965,58
svm-tfidf,recall,0.5555555555555556,58
svm-bow,recall,0.5185185185185185,58
t5,accuracy,0.816,59
rf-tfidf,accuracy,0.744,59
rf-bow,accuracy,0.72,59
lr-tfidf,accuracy,0.788,59
lf-bow,accuracy,0.756,59
nb-tfidf,accuracy,0.776,59
nb-bow,accuracy,0.776,59
knn-tfidf,accuracy,0.648,59
knn-bow,accuracy,0.668,59
svm-tfidf,accuracy,0.78,59
svm-bow,accuracy,0.784,59
t5,f1,0.7553191489361702,59
rf-tfidf,f1,0.5294117647058824,59
rf-bow,f1,0.47761194029850745,59
lr-tfidf,f1,0.6787878787878788,59
lf-bow,f1,0.6666666666666666,59
nb-tfidf,f1,0.6888888888888888,59
nb-bow,f1,0.6888888888888888,59
knn-tfidf,f1,0.3972602739726027,59
knn-bow,f1,0.47798742138364786,59
svm-tfidf,f1,0.6745562130177515,59
svm-bow,f1,0.674698795180723,59
t5,precision,0.7553191489361702,59
rf-tfidf,precision,0.8571428571428571,59
rf-bow,precision,0.8,59
lr-tfidf,precision,0.7887323943661971,59
lf-bow,precision,0.6853932584269663,59
nb-tfidf,precision,0.7209302325581395,59
nb-bow,precision,0.7209302325581395,59
knn-tfidf,precision,0.5576923076923077,59
knn-bow,precision,0.5846153846153846,59
svm-tfidf,precision,0.76,59
svm-bow,precision,0.7777777777777778,59
t5,recall,0.7553191489361702,59
rf-tfidf,recall,0.3829787234042553,59
rf-bow,recall,0.3404255319148936,59
lr-tfidf,recall,0.5957446808510638,59
lf-bow,recall,0.648936170212766,59
nb-tfidf,recall,0.6595744680851063,59
nb-bow,recall,0.6595744680851063,59
knn-tfidf,recall,0.30851063829787234,59
knn-bow,recall,0.40425531914893614,59
svm-tfidf,recall,0.6063829787234043,59
svm-bow,recall,0.5957446808510638,59
t5,accuracy,0.852,60
rf-tfidf,accuracy,0.744,60
rf-bow,accuracy,0.724,60
lr-tfidf,accuracy,0.78,60
lf-bow,accuracy,0.74,60
nb-tfidf,accuracy,0.76,60
nb-bow,accuracy,0.76,60
knn-tfidf,accuracy,0.588,60
knn-bow,accuracy,0.716,60
svm-tfidf,accuracy,0.792,60
svm-bow,accuracy,0.788,60
t5,f1,0.8102564102564104,60
rf-tfidf,f1,0.5733333333333333,60
rf-bow,f1,0.5430463576158941,60
lr-tfidf,f1,0.6961325966850829,60
lf-bow,f1,0.6666666666666666,60
nb-tfidf,f1,0.6808510638297872,60
nb-bow,f1,0.6808510638297872,60
knn-tfidf,f1,0.31788079470198677,60
knn-bow,f1,0.584795321637427,60
svm-tfidf,f1,0.7173913043478259,60
svm-bow,f1,0.6936416184971098,60
t5,precision,0.8144329896907216,60
rf-tfidf,precision,0.8269230769230769,60
rf-bow,precision,0.7735849056603774,60
lr-tfidf,precision,0.7590361445783133,60
lf-bow,precision,0.6701030927835051,60
nb-tfidf,precision,0.7111111111111111,60
nb-bow,precision,0.7111111111111111,60
knn-tfidf,precision,0.4528301886792453,60
knn-bow,precision,0.684931506849315,60
svm-tfidf,precision,0.7674418604651163,60
svm-bow,precision,0.8,60
t5,recall,0.8061224489795918,60
rf-tfidf,recall,0.4387755102040816,60
rf-bow,recall,0.41836734693877553,60
lr-tfidf,recall,0.6428571428571429,60
lf-bow,recall,0.6632653061224489,60
nb-tfidf,recall,0.6530612244897959,60
nb-bow,recall,0.6530612244897959,60
knn-tfidf,recall,0.24489795918367346,60
knn-bow,recall,0.5102040816326531,60
svm-tfidf,recall,0.673469387755102,60
svm-bow,recall,0.6122448979591837,60
t5,accuracy,0.824,61
rf-tfidf,accuracy,0.76,61
rf-bow,accuracy,0.732,61
lr-tfidf,accuracy,0.772,61
lf-bow,accuracy,0.704,61
nb-tfidf,accuracy,0.724,61
nb-bow,accuracy,0.724,61
knn-tfidf,accuracy,0.584,61
knn-bow,accuracy,0.656,61
svm-tfidf,accuracy,0.784,61
svm-bow,accuracy,0.776,61
t5,f1,0.7731958762886597,61
rf-tfidf,f1,0.5774647887323944,61
rf-bow,f1,0.5179856115107914,61
lr-tfidf,f1,0.658682634730539,61
lf-bow,f1,0.5795454545454546,61
nb-tfidf,f1,0.6101694915254237,61
nb-bow,f1,0.6101694915254237,61
knn-tfidf,f1,0.24637681159420288,61
knn-bow,f1,0.5222222222222221,61
svm-tfidf,f1,0.6746987951807228,61
svm-bow,f1,0.6705882352941176,61
t5,precision,0.78125,61
rf-tfidf,precision,0.9318181818181818,61
rf-bow,precision,0.8780487804878049,61
lr-tfidf,precision,0.7971014492753623,61
lf-bow,precision,0.6538461538461539,61
nb-tfidf,precision,0.6835443037974683,61
nb-bow,precision,0.6835443037974683,61
knn-tfidf,precision,0.425,61
knn-bow,precision,0.573170731707317,61
svm-tfidf,precision,0.8235294117647058,61
svm-bow,precision,0.7916666666666666,61
t5,recall,0.7653061224489796,61
rf-tfidf,recall,0.41836734693877553,61
rf-bow,recall,0.3673469387755102,61
lr-tfidf,recall,0.5612244897959183,61
lf-bow,recall,0.5204081632653061,61
nb-tfidf,recall,0.5510204081632653,61
nb-bow,recall,0.5510204081632653,61
knn-tfidf,recall,0.17346938775510204,61
knn-bow,recall,0.47959183673469385,61
svm-tfidf,recall,0.5714285714285714,61
svm-bow,recall,0.5816326530612245,61
t5,accuracy,0.836,62
rf-tfidf,accuracy,0.712,62
rf-bow,accuracy,0.68,62
lr-tfidf,accuracy,0.748,62
lf-bow,accuracy,0.704,62
nb-tfidf,accuracy,0.744,62
nb-bow,accuracy,0.744,62
knn-tfidf,accuracy,0.612,62
knn-bow,accuracy,0.624,62
svm-tfidf,accuracy,0.78,62
svm-bow,accuracy,0.744,62
t5,f1,0.8,62
rf-tfidf,f1,0.5263157894736842,62
rf-bow,f1,0.4520547945205479,62
lr-tfidf,f1,0.6399999999999999,62
lf-bow,f1,0.6145833333333334,62
nb-tfidf,f1,0.6767676767676767,62
nb-bow,f1,0.6767676767676767,62
knn-tfidf,f1,0.32167832167832167,62
knn-bow,f1,0.4777777777777778,62
svm-tfidf,f1,0.6927374301675977,62
svm-bow,f1,0.632183908045977,62
t5,precision,0.803921568627451,62
rf-tfidf,precision,0.8163265306122449,62
rf-bow,precision,0.7674418604651163,62
lr-tfidf,precision,0.7777777777777778,62
lf-bow,precision,0.6629213483146067,62
nb-tfidf,precision,0.7052631578947368,62
nb-bow,precision,0.7052631578947368,62
knn-tfidf,precision,0.575,62
knn-bow,precision,0.5584415584415584,62
svm-tfidf,precision,0.8157894736842105,62
svm-bow,precision,0.7746478873239436,62
t5,recall,0.7961165048543689,62
rf-tfidf,recall,0.3883495145631068,62
rf-bow,recall,0.32038834951456313,62
lr-tfidf,recall,0.5436893203883495,62
lf-bow,recall,0.5728155339805825,62
nb-tfidf,recall,0.6504854368932039,62
nb-bow,recall,0.6504854368932039,62
knn-tfidf,recall,0.22330097087378642,62
knn-bow,recall,0.4174757281553398,62
svm-tfidf,recall,0.6019417475728155,62
svm-bow,recall,0.5339805825242718,62
t5,accuracy,0.86,63
rf-tfidf,accuracy,0.732,63
rf-bow,accuracy,0.716,63
lr-tfidf,accuracy,0.772,63
lf-bow,accuracy,0.716,63
nb-tfidf,accuracy,0.74,63
nb-bow,accuracy,0.74,63
knn-tfidf,accuracy,0.656,63
knn-bow,accuracy,0.632,63
svm-tfidf,accuracy,0.772,63
svm-bow,accuracy,0.792,63
t5,f1,0.8148148148148148,63
rf-tfidf,f1,0.54421768707483,63
rf-bow,f1,0.5034965034965034,63
lr-tfidf,f1,0.6815642458100558,63
lf-bow,f1,0.6120218579234972,63
nb-tfidf,f1,0.6733668341708543,63
nb-bow,f1,0.6733668341708543,63
knn-tfidf,f1,0.4109589041095891,63
knn-bow,f1,0.46511627906976744,63
svm-tfidf,f1,0.6742857142857143,63
svm-bow,f1,0.6941176470588235,63
t5,precision,0.8555555555555555,63
rf-tfidf,precision,0.8333333333333334,63
rf-bow,precision,0.8181818181818182,63
lr-tfidf,precision,0.7625,63
lf-bow,precision,0.6666666666666666,63
nb-tfidf,precision,0.67,63
nb-bow,precision,0.67,63
knn-tfidf,precision,0.6382978723404256,63
knn-bow,precision,0.547945205479452,63
svm-tfidf,precision,0.7763157894736842,63
svm-bow,precision,0.8309859154929577,63
t5,recall,0.7777777777777778,63
rf-tfidf,recall,0.40404040404040403,63
rf-bow,recall,0.36363636363636365,63
lr-tfidf,recall,0.6161616161616161,63
lf-bow,recall,0.5656565656565656,63
nb-tfidf,recall,0.6767676767676768,63
nb-bow,recall,0.6767676767676768,63
knn-tfidf,recall,0.30303030303030304,63
knn-bow,recall,0.40404040404040403,63
svm-tfidf,recall,0.5959595959595959,63
svm-bow,recall,0.5959595959595959,63
t5,accuracy,0.788,64
rf-tfidf,accuracy,0.704,64
rf-bow,accuracy,0.676,64
lr-tfidf,accuracy,0.752,64
lf-bow,accuracy,0.72,64
nb-tfidf,accuracy,0.768,64
nb-bow,accuracy,0.768,64
knn-tfidf,accuracy,0.632,64
knn-bow,accuracy,0.632,64
svm-tfidf,accuracy,0.76,64
svm-bow,accuracy,0.744,64
t5,f1,0.707182320441989,64
rf-tfidf,f1,0.4558823529411764,64
rf-bow,f1,0.39999999999999997,64
lr-tfidf,f1,0.6395348837209303,64
lf-bow,f1,0.6111111111111112,64
nb-tfidf,f1,0.6627906976744187,64
nb-bow,f1,0.6627906976744187,64
knn-tfidf,f1,0.3333333333333333,64
knn-bow,f1,0.46511627906976744,64
svm-tfidf,f1,0.6551724137931034,64
svm-bow,f1,0.6097560975609757,64
t5,precision,0.7619047619047619,64
rf-tfidf,precision,0.7948717948717948,64
rf-bow,precision,0.7105263157894737,64
lr-tfidf,precision,0.7333333333333333,64
lf-bow,precision,0.6626506024096386,64
nb-tfidf,precision,0.76,64
nb-bow,precision,0.76,64
knn-tfidf,precision,0.5609756097560976,64
knn-bow,precision,0.5333333333333333,64
svm-tfidf,precision,0.7402597402597403,64
svm-bow,precision,0.746268656716418,64
t5,recall,0.6597938144329897,64
rf-tfidf,recall,0.31958762886597936,64
rf-bow,recall,0.27835051546391754,64
lr-tfidf,recall,0.5670103092783505,64
lf-bow,recall,0.5670103092783505,64
nb-tfidf,recall,0.5876288659793815,64
nb-bow,recall,0.5876288659793815,64
knn-tfidf,recall,0.23711340206185566,64
knn-bow,recall,0.41237113402061853,64
svm-tfidf,recall,0.5876288659793815,64
svm-bow,recall,0.5154639175257731,64
t5,accuracy,0.844,65
rf-tfidf,accuracy,0.76,65
